label,message,threat_type,intent,source_type,difficulty,template_group,category,anchor_text,url
spam,Free gift waiting. Click the link to claim your reward before it expires. Offer ends very soon.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_679d6f34c7,pdf_base,,
spam,"Congratulations you won. Do not miss this exclusive reward, claim it today. Last chance. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_d1c62beff6,pdf_base,,
spam,Claim your prize now. Please confirm your details to receive your prize. Limited availability.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_7c5bff0c9e,pdf_base,,
ham,Meeting reminder. The meeting is scheduled for tomorrow afternoon in the office. Please reply when convenient.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_bb188fc5a6,pdf_base,,
ham,Team discussion. We need to finalize the timeline before Friday. Looking forward to your response.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_b43395927d,pdf_base,,
ham,Homework question. I completed the task and shared the latest version for review. Looking forward to your response.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_ced46c96f0,pdf_base,,
ham,Order confirmation. Let us meet after class to discuss the assignment. I appreciate your time.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_b90c718c02,pdf_base,,
spam,Final notice payment needed. Your account may be suspended unless you respond now. Last chance.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_644d49db52,pdf_base,,
ham,Project update. Here are the notes for this week and the next steps. Looking forward to your response.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_d1ac38b1ce,pdf_base,,
ham,Class notes. The meeting is scheduled for tomorrow afternoon in the office. Please reply when convenient.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_601c01a592,pdf_base,,
spam,Final notice payment needed. Unlock premium access with this one time opportunity. Offer ends very soon.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_8b7614b8c9,pdf_base,,
ham,Project update. Dinner is planned for Saturday evening at home. Thanks for your help.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_0e3d15303a,pdf_base,,
spam,Congratulations you won. Your account may be suspended unless you respond now. Offer ends very soon.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_927acfcec3,pdf_base,,
ham,Homework question. The meeting is scheduled for tomorrow afternoon in the office. I appreciate your time.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_8da6ee010e,pdf_base,,
spam,Free gift waiting. Please confirm your details to receive your prize. Last chance.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_2723e0bd75,pdf_base,,
ham,Lunch plan. Dinner is planned for Saturday evening at home. Let me know if anything changes.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_7f62fdc729,pdf_base,,
spam,"Claim your prize now. Your payment failed, update your information right away. Limited availability. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_c71e42470d,pdf_base,,
spam,Limited time offer. Click the link to claim your reward before it expires. Limited availability.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_7bd92d3763,pdf_base,,
spam,Special deal for you. Click the link to claim your reward before it expires. Limited availability.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_bd52a63679,pdf_base,,
spam,"Urgent account alert. Your payment failed, update your information right away. No reply is needed, act now. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_b04388e51b,pdf_base,,
ham,Meeting reminder. The order has been confirmed and details are attached below. Thanks for your help.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_5c73080290,pdf_base,,
spam,Urgent account alert. We detected unusual activity and need verification immediately. Last chance.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_338c5c4fd5,pdf_base,,
spam,Verify your account today. Unlock premium access with this one time opportunity. Limited availability.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_9e5b784cdf,pdf_base,,
spam,"Claim your prize now. Do not miss this exclusive reward, claim it today. Do not miss this opportunity. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_fd2b85371d,pdf_base,,
ham,Lunch plan. The meeting is scheduled for tomorrow afternoon in the office. Let me know if anything changes.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_8fc39b3368,pdf_base,,
ham,Appointment follow-up. The order has been confirmed and details are attached below. Let me know if anything changes.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_71ba8dc99a,pdf_base,,
ham,Family plan. We need to finalize the timeline before Friday. Let me know if anything changes.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_0a5f27c8e5,pdf_base,,
spam,"Free gift waiting. Click the link to claim your reward before it expires. No reply is needed, act now. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_679d6f34c7,pdf_base,,
spam,Action required immediately. Please confirm your details to receive your prize. Last chance.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_90a8f54a24,pdf_base,,
spam,Limited time offer. Unlock premium access with this one time opportunity. Limited availability.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_9af1f8807c,pdf_base,,
ham,Order confirmation. Dinner is planned for Saturday evening at home. I appreciate your time.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_5506bd6a8f,pdf_base,,
spam,Urgent account alert. Unlock premium access with this one time opportunity. Last chance.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_59ee32e793,pdf_base,,
spam,Limited time offer. Click the link to claim your reward before it expires. Last chance.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_7bd92d3763,pdf_base,,
spam,Claim your prize now. We detected unusual activity and need verification immediately. Do not miss this opportunity.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_29f250525d,pdf_base,,
ham,Lunch plan. The order has been confirmed and details are attached below. Thanks for your help.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_2535590091,pdf_base,,
spam,Special deal for you. You have been selected for a special bonus offer. Offer ends very soon.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_9f7a87258e,pdf_base,,
spam,Congratulations you won. Unlock premium access with this one time opportunity. Limited availability.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_6f5c0f9536,pdf_base,,
spam,Final notice payment needed. We detected unusual activity and need verification immediately. Last chance.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_2bffd7f708,pdf_base,,
ham,Team discussion. The meeting is scheduled for tomorrow afternoon in the office. Thanks for your help.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_51ed76763e,pdf_base,,
ham,Meeting reminder. The meeting is scheduled for tomorrow afternoon in the office. Let me know if anything changes.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_bb188fc5a6,pdf_base,,
ham,Homework question. Here are the notes for this week and the next steps. Looking forward to your response.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_f0fec3f4cb,pdf_base,,
ham,Weekly schedule. Please review the file and send your feedback when you are free. Let me know if anything changes.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_edcf204f92,pdf_base,,
spam,"Congratulations you won. This offer expires soon, so take action now. Last chance. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_bee4201eab,pdf_base,,
spam,Congratulations you won. You have been selected for a special bonus offer. Last chance.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_913643b01f,pdf_base,,
spam,Action required immediately. You have been selected for a special bonus offer. Do not miss this opportunity.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_9470c82b66,pdf_base,,
ham,Meeting reminder. I completed the task and shared the latest version for review. Looking forward to your response.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_5e14875f57,pdf_base,,
ham,Homework question. Please review the file and send your feedback when you are free. Please reply when convenient.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_ce6bc381b3,pdf_base,,
ham,Appointment follow-up. The order has been confirmed and details are attached below. Please reply when convenient.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_71ba8dc99a,pdf_base,,
ham,Class notes. Can you check this and reply when convenient? I appreciate your time.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_92ac20713a,pdf_base,,
ham,Meeting reminder. Dinner is planned for Saturday evening at home. Let me know if anything changes.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_701a0c28c5,pdf_base,,
ham,Order confirmation. The order has been confirmed and details are attached below. Thanks for your help.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_8942bb125a,pdf_base,,
ham,Order confirmation. The meeting is scheduled for tomorrow afternoon in the office. Please reply when convenient.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_3ecb48e83e,pdf_base,,
spam,Urgent account alert. You have been selected for a special bonus offer. Last chance.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_a75a779c5c,pdf_base,,
spam,Claim your prize now. Click the link to claim your reward before it expires. Do not miss this opportunity.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_5079327eb5,pdf_base,,
spam,"Congratulations you won. Click the link to claim your reward before it expires. No reply is needed, act now. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_5d252a33c7,pdf_base,,
spam,"Verify your account today. You have been selected for a special bonus offer. No reply is needed, act now. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_0c947ec57d,pdf_base,,
spam,Urgent account alert. This is a limited time deal and you should act fast. Offer ends very soon.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_09a6409561,pdf_base,,
ham,Weekly schedule. Can you check this and reply when convenient? Looking forward to your response.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_58161f811d,pdf_base,,
ham,Meeting reminder. Please confirm your availability for the appointment. Looking forward to your response.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_a78344f60d,pdf_base,,
spam,"Special deal for you. Please confirm your details to receive your prize. No reply is needed, act now. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_699ca0801c,pdf_base,,
spam,"Urgent account alert. Click the link to claim your reward before it expires. No reply is needed, act now. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_b01e766a3e,pdf_base,,
spam,"Free gift waiting. We detected unusual activity and need verification immediately. No reply is needed, act now. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_e1365e7ce5,pdf_base,,
ham,Class notes. Please review the file and send your feedback when you are free. I appreciate your time.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_03fb4b217a,pdf_base,,
spam,Exclusive bonus inside. Unlock premium access with this one time opportunity. Last chance.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_e37c200737,pdf_base,,
ham,Weekly schedule. Dinner is planned for Saturday evening at home. Thanks for your help.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_39e4b8be24,pdf_base,,
ham,Project update. Dinner is planned for Saturday evening at home. Looking forward to your response.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_0e3d15303a,pdf_base,,
spam,"Action required immediately. We detected unusual activity and need verification immediately. No reply is needed, act now. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_2506042839,pdf_base,,
spam,"Congratulations you won. Do not miss this exclusive reward, claim it today. No reply is needed, act now. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_d1c62beff6,pdf_base,,
ham,Class notes. Please confirm your availability for the appointment. Please reply when convenient.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_064ae7e0da,pdf_base,,
ham,Lunch plan. The meeting is scheduled for tomorrow afternoon in the office. Please reply when convenient.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_8fc39b3368,pdf_base,,
ham,Order confirmation. The meeting is scheduled for tomorrow afternoon in the office. I appreciate your time.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_3ecb48e83e,pdf_base,,
ham,Project update. The meeting is scheduled for tomorrow afternoon in the office. Please reply when convenient.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_2bbfa76cdc,pdf_base,,
ham,Order confirmation. The order has been confirmed and details are attached below. Looking forward to your response.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_8942bb125a,pdf_base,,
spam,Limited time offer. Please confirm your details to receive your prize. Offer ends very soon.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_0293897ea5,pdf_base,,
spam,"Limited time offer. This offer expires soon, so take action now. Last chance. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_8e43a9ceba,pdf_base,,
ham,Project update. Please confirm your availability for the appointment. I appreciate your time.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_40d45f81ac,pdf_base,,
ham,Homework question. Can you check this and reply when convenient? Thanks for your help.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_427de17674,pdf_base,,
spam,"Final notice payment needed. Do not miss this exclusive reward, claim it today. Limited availability. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_92e7552609,pdf_base,,
spam,Free gift waiting. Unlock premium access with this one time opportunity. Offer ends very soon.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_ddd7b1f618,pdf_base,,
ham,Weekly schedule. Here are the notes for this week and the next steps. Let me know if anything changes.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_baf3f2b4e8,pdf_base,,
spam,Action required immediately. Unlock premium access with this one time opportunity. Do not miss this opportunity.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_ce3b3e6a9f,pdf_base,,
ham,Homework question. Please confirm your availability for the appointment. I appreciate your time.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_700b2de8fa,pdf_base,,
ham,Meeting reminder. The meeting is scheduled for tomorrow afternoon in the office. I appreciate your time.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_bb188fc5a6,pdf_base,,
spam,Final notice payment needed. This is a limited time deal and you should act fast. Offer ends very soon.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_75d77e6129,pdf_base,,
ham,Appointment follow-up. Please confirm your availability for the appointment. Looking forward to your response.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_5d5108dfeb,pdf_base,,
ham,Weekly schedule. We need to finalize the timeline before Friday. Thanks for your help.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_0221a2d016,pdf_base,,
spam,"Verify your account today. Your payment failed, update your information right away. Do not miss this opportunity. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_47813bce44,pdf_base,,
ham,Meeting reminder. Can you check this and reply when convenient? Looking forward to your response.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_f6db5c5a44,pdf_base,,
ham,Appointment follow-up. The order has been confirmed and details are attached below. I appreciate your time.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_71ba8dc99a,pdf_base,,
spam,Free gift waiting. Click the link to claim your reward before it expires. Do not miss this opportunity.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_679d6f34c7,pdf_base,,
ham,Team discussion. Dinner is planned for Saturday evening at home. I appreciate your time.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_a9c495cd51,pdf_base,,
ham,Meeting reminder. Let us meet after class to discuss the assignment. Thanks for your help.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_e1ab785dd3,pdf_base,,
spam,Urgent account alert. Click the link to claim your reward before it expires. Offer ends very soon.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_b01e766a3e,pdf_base,,
spam,Exclusive bonus inside. We detected unusual activity and need verification immediately. Do not miss this opportunity.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_71e0658e4f,pdf_base,,
spam,"Verify your account today. This offer expires soon, so take action now. Last chance. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_980cacb8b4,pdf_base,,
ham,Project update. Please confirm your availability for the appointment. Let me know if anything changes.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_40d45f81ac,pdf_base,,
spam,"Verify your account today. Your account may be suspended unless you respond now. No reply is needed, act now. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_8e5ad4f27e,pdf_base,,
ham,Meeting reminder. Let us meet after class to discuss the assignment. Looking forward to your response.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_e1ab785dd3,pdf_base,,
spam,"Special deal for you. Your payment failed, update your information right away. Last chance. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_2c0d051737,pdf_base,,
spam,"Free gift waiting. Do not miss this exclusive reward, claim it today. Limited availability. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_81f49dadec,pdf_base,,
ham,Project update. Dinner is planned for Saturday evening at home. Let me know if anything changes.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_0e3d15303a,pdf_base,,
ham,Homework question. Here are the notes for this week and the next steps. Thanks for your help.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_f0fec3f4cb,pdf_base,,
spam,"Action required immediately. Do not miss this exclusive reward, claim it today. Do not miss this opportunity. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_b9e06dbbd3,pdf_base,,
ham,Appointment follow-up. Can you check this and reply when convenient? Please reply when convenient.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_973dbc30a7,pdf_base,,
ham,Class notes. I completed the task and shared the latest version for review. Please reply when convenient.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_4b0644d4e8,pdf_base,,
ham,Class notes. Dinner is planned for Saturday evening at home. Let me know if anything changes.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_a7e0de16f2,pdf_base,,
ham,Meeting reminder. Dinner is planned for Saturday evening at home. Looking forward to your response.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_701a0c28c5,pdf_base,,
spam,Verify your account today. You have been selected for a special bonus offer. Do not miss this opportunity.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_0c947ec57d,pdf_base,,
spam,"Verify your account today. Please confirm your details to receive your prize. No reply is needed, act now. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_ad6bf3da61,pdf_base,,
ham,Project update. The meeting is scheduled for tomorrow afternoon in the office. Thanks for your help.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_2bbfa76cdc,pdf_base,,
spam,Claim your prize now. Your account may be suspended unless you respond now. Limited availability.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_92d228faa7,pdf_base,,
spam,"Final notice payment needed. Your payment failed, update your information right away. No reply is needed, act now. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_ef71791355,pdf_base,,
spam,"Limited time offer. Do not miss this exclusive reward, claim it today. Do not miss this opportunity. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_a78c1035e8,pdf_base,,
ham,Lunch plan. Let us meet after class to discuss the assignment. I appreciate your time.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_5218940fbf,pdf_base,,
ham,Appointment follow-up. Please confirm your availability for the appointment. Please reply when convenient.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_5d5108dfeb,pdf_base,,
spam,"Claim your prize now. You have been selected for a special bonus offer. No reply is needed, act now. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_d7df491d96,pdf_base,,
spam,"Limited time offer. Your payment failed, update your information right away. Offer ends very soon. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_f4f1f38ae9,pdf_base,,
spam,Verify your account today. Click the link to claim your reward before it expires. Limited availability.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_f4a72ec72e,pdf_base,,
spam,Claim your prize now. Click the link to claim your reward before it expires. Limited availability.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_5079327eb5,pdf_base,,
spam,Special deal for you. Please confirm your details to receive your prize. Limited availability.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_699ca0801c,pdf_base,,
spam,"Urgent account alert. This offer expires soon, so take action now. Do not miss this opportunity. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_486083c612,pdf_base,,
spam,"Congratulations you won. This offer expires soon, so take action now. Limited availability. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_bee4201eab,pdf_base,,
ham,Class notes. The meeting is scheduled for tomorrow afternoon in the office. Let me know if anything changes.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_601c01a592,pdf_base,,
spam,Congratulations you won. We detected unusual activity and need verification immediately. Do not miss this opportunity.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_e5906419e9,pdf_base,,
spam,Final notice payment needed. We detected unusual activity and need verification immediately. Offer ends very soon.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_2bffd7f708,pdf_base,,
ham,Appointment follow-up. Let us meet after class to discuss the assignment. Looking forward to your response.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_d2e778afa3,pdf_base,,
ham,Project update. Please confirm your availability for the appointment. Thanks for your help.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_40d45f81ac,pdf_base,,
ham,Family plan. Let us meet after class to discuss the assignment. Let me know if anything changes.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_2996405591,pdf_base,,
spam,"Free gift waiting. This offer expires soon, so take action now. Offer ends very soon. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_978050d4dc,pdf_base,,
spam,"Verify your account today. Your payment failed, update your information right away. Limited availability. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_47813bce44,pdf_base,,
ham,Team discussion. The meeting is scheduled for tomorrow afternoon in the office. Looking forward to your response.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_51ed76763e,pdf_base,,
ham,Meeting reminder. Please confirm your availability for the appointment. I appreciate your time.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_a78344f60d,pdf_base,,
ham,Meeting reminder. Dinner is planned for Saturday evening at home. Thanks for your help.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_701a0c28c5,pdf_base,,
spam,Action required immediately. Unlock premium access with this one time opportunity. Offer ends very soon.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_ce3b3e6a9f,pdf_base,,
spam,Action required immediately. We detected unusual activity and need verification immediately. Last chance.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_2506042839,pdf_base,,
ham,Appointment follow-up. We need to finalize the timeline before Friday. Thanks for your help.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_8f7e912d07,pdf_base,,
ham,Team discussion. The order has been confirmed and details are attached below. Looking forward to your response.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_e0f134ccd2,pdf_base,,
spam,"Exclusive bonus inside. Click the link to claim your reward before it expires. No reply is needed, act now. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_9742eace43,pdf_base,,
ham,Project update. Can you check this and reply when convenient? Please reply when convenient.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_4d8bb1d037,pdf_base,,
ham,Family plan. Can you check this and reply when convenient? I appreciate your time.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_7d1a7463c7,pdf_base,,
ham,Order confirmation. Can you check this and reply when convenient? I appreciate your time.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_1efcf7c47c,pdf_base,,
ham,Team discussion. I completed the task and shared the latest version for review. I appreciate your time.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_e12ba16882,pdf_base,,
spam,Final notice payment needed. You have been selected for a special bonus offer. Offer ends very soon.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_e535d3b91f,pdf_base,,
spam,"Exclusive bonus inside. Your payment failed, update your information right away. Limited availability. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_e2e23b93db,pdf_base,,
ham,Lunch plan. Here are the notes for this week and the next steps. Please reply when convenient.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_e96015d131,pdf_base,,
spam,Limited time offer. Your account may be suspended unless you respond now. Limited availability.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_874d9279e6,pdf_base,,
spam,"Free gift waiting. Your payment failed, update your information right away. Offer ends very soon. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_f658a17c3b,pdf_base,,
ham,Weekly schedule. Please confirm your availability for the appointment. Looking forward to your response.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_f02f878224,pdf_base,,
ham,Family plan. Here are the notes for this week and the next steps. Let me know if anything changes.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_7ec827f283,pdf_base,,
ham,Homework question. The order has been confirmed and details are attached below. Please reply when convenient.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_5ecdebe504,pdf_base,,
spam,Limited time offer. This is a limited time deal and you should act fast. Last chance.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_033c6a9225,pdf_base,,
ham,Class notes. Let us meet after class to discuss the assignment. Please reply when convenient.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_e18caabf79,pdf_base,,
spam,"Limited time offer. Please confirm your details to receive your prize. No reply is needed, act now. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_0293897ea5,pdf_base,,
spam,Free gift waiting. This is a limited time deal and you should act fast. Limited availability.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_72c2e6d6c5,pdf_base,,
spam,"Special deal for you. Do not miss this exclusive reward, claim it today. Limited availability. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_054a1b3f3f,pdf_base,,
spam,Free gift waiting. Please confirm your details to receive your prize. Limited availability.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_2723e0bd75,pdf_base,,
spam,"Exclusive bonus inside. This offer expires soon, so take action now. Offer ends very soon. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_1ca9d81a2c,pdf_base,,
spam,"Exclusive bonus inside. Do not miss this exclusive reward, claim it today. Limited availability. .",OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_2e4df99311,pdf_base,,
spam,Congratulations you won. Unlock premium access with this one time opportunity. Offer ends very soon.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_6f5c0f9536,pdf_base,,
ham,Project update. The meeting is scheduled for tomorrow afternoon in the office. I appreciate your time.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_2bbfa76cdc,pdf_base,,
ham,Project update. Please review the file and send your feedback when you are free. I appreciate your time.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_d1a4bd9179,pdf_base,,
ham,Project update. Can you check this and reply when convenient? Let me know if anything changes.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_4d8bb1d037,pdf_base,,
ham,Team discussion. The meeting is scheduled for tomorrow afternoon in the office. Let me know if anything changes.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_51ed76763e,pdf_base,,
ham,Appointment follow-up. Let us meet after class to discuss the assignment. Let me know if anything changes.,NONE,BENIGN,REAL_PUBLIC_DATA,EASY,base_d2e778afa3,pdf_base,,
spam,Free gift waiting. We detected unusual activity and need verification immediately. Last chance.,OTHER,MALICIOUS,REAL_PUBLIC_DATA,EASY,base_e1365e7ce5,pdf_base,,
