label,message
spam,"Action required immediately. This offer expires soon, so take action now. Do not miss this opportunity. ."
ham,Weekly schedule. Please review the file and send your feedback when you are free. Thanks for your help.
spam,Claim your prize now. Your account may be suspended unless you respond now. Offer ends very soon.
ham,"Payment Confirmation: Your tuition fee payment of $1,250.00 has been processed successfully. Transaction ID: TXN-89214. The official invoice receipt is attached for your records. Thank you for your cooperation."
spam,Urgent account alert. Please confirm your details to receive your prize. Do not miss this opportunity.
spam,"Special deal for you. Your payment failed, update your information right away. Limited availability. ."
ham,Homework question. The meeting is scheduled for tomorrow afternoon in the office. Let me know if anything changes.
ham,Team discussion. The meeting is scheduled for tomorrow afternoon in the office. I appreciate your time.
spam,Claim your prize now. Unlock premium access with this one time opportunity. Offer ends very soon.
spam,Exclusive bonus inside. Unlock premium access with this one time opportunity. Do not miss this opportunity.
spam,Final notice payment needed. Click the link to claim your reward before it expires. Limited availability.
ham,Congratulations! You have been selected for the Summer Research Internship in the AI Laboratory. Please attend the orientation meeting tomorrow at 11 AM to meet your mentor.
spam,Action required immediately. Unlock premium access with this one time opportunity. Do not miss this opportunity.
spam,Limited time offer. Click the link to claim your reward before it expires. Last chance.
ham,Urgent Action Required: Please submit your signed internship verification form to the department office by 4 PM today to avoid grading delays. Thank you for your cooperation.
spam,Free gift waiting. Your account may be suspended unless you respond now. Last chance.
ham,Class notes. Please confirm your availability for the appointment. Thanks for your help.
spam,Exclusive bonus inside. Your account may be suspended unless you respond now. Limited availability.
spam,Free gift waiting. This is a limited time deal and you should act fast. Do not miss this opportunity.
spam,Verify your account today. You have been selected for a special bonus offer. Limited availability.
spam,Free gift waiting. Please confirm your details to receive your prize. Last chance.
ham,Lunch plan. Let us meet after class to discuss the assignment. Looking forward to your response.
spam,Final notice payment needed. Your account may be suspended unless you respond now. Offer ends very soon.
ham,"Lost and Found Claim: A black backpack was turned in to campus security. If this is yours, you can claim your property at the student center security desk with valid ID."
spam,"Free gift waiting. Click the link to claim your reward before it expires. No reply is needed, act now. ."
spam,Final notice payment needed. Please confirm your details to receive your prize. Offer ends very soon.
spam,Urgent account alert. You have been selected for a special bonus offer. Limited availability.
spam,Exclusive bonus inside. Click the link to claim your reward before it expires. Limited availability.
spam,Verify your account today. You have been selected for a special bonus offer. Offer ends very soon.
spam,"Special deal for you. This is a limited time deal and you should act fast. No reply is needed, act now. ."
ham,Appointment Confirmation: Your appointment with Dr. Sharma has been confirmed for tomorrow at 3:30 PM. Please arrive 10 minutes early to verify insurance details.
spam,"Claim your prize now. Please confirm your details to receive your prize. No reply is needed, act now. ."
spam,Final notice payment needed. Unlock premium access with this one time opportunity. Last chance.
ham,Urgent Notice: The campus library will close early today at 5 PM due to severe weather conditions. All borrowed materials due today will be automatically renewed.
ham,Scholarship Award Committee: Congratulations on being selected for the Department Merit Scholarship. The award letter and terms are attached for your signature. Thank you for your cooperation.
ham,Appointment Confirmation: Your appointment with Dr. Sharma has been confirmed for tomorrow at 3:30 PM. Please arrive 10 minutes early to verify insurance details.
ham,Appointment Confirmation: Your appointment with Dr. Sharma has been confirmed for tomorrow at 3:30 PM. Please arrive 10 minutes early to verify insurance details.
spam,Limited time offer. This is a limited time deal and you should act fast. Offer ends very soon.
spam,Congratulations you won. You have been selected for a special bonus offer. Do not miss this opportunity.
spam,"Verify your account today. Your payment failed, update your information right away. Do not miss this opportunity. ."
ham,Order confirmation. Let us meet after class to discuss the assignment. Please reply when convenient.
ham,Appointment follow-up. Here are the notes for this week and the next steps. Let me know if anything changes.
spam,"Final notice payment needed. Do not miss this exclusive reward, claim it today. Do not miss this opportunity. ."
spam,"Special deal for you. Please confirm your details to receive your prize. No reply is needed, act now. ."
ham,Meeting reminder. Here are the notes for this week and the next steps. I appreciate your time.
ham,Homework question. Please confirm your availability for the appointment. Looking forward to your response.
spam,"Urgent account alert. You have been selected for a special bonus offer. No reply is needed, act now. ."
spam,Urgent account alert. We detected unusual activity and need verification immediately. Last chance.
spam,Action required immediately. We detected unusual activity and need verification immediately. Limited availability.
spam,"Free gift waiting. Your payment failed, update your information right away. Offer ends very soon. ."
ham,Department Notice: Appointment Confirmation: Your appointment with Dr. Sharma has been confirmed for tomorrow at 3:30 PM. Please arrive 10 minutes early to verify insurance details.
ham,"System Alert: Scheduled server maintenance will occur this Saturday between 2 AM and 4 AM. Services will resume automatically, no password verification required. Thank you for your cooperation."
ham,Appointment follow-up. The order has been confirmed and details are attached below. Let me know if anything changes.
ham,Paper Acceptance: Congratulations! Your research paper submission has been accepted for presentation at the IEEE student conference. Registration instructions are below. Thank you for your cooperation.
ham,Payment Received: Thank you for your payment towards the annual department library dues. The account statement is now up to date. Reply if you need a printed receipt. Thank you for your cooperation.
ham,Office Hours Limited Notice: Professor office hours will be limited to 1 hour this Thursday due to the faculty senate meeting. Please book a slot in advance. Thank you for your cooperation.
ham,Weekly schedule. Let us meet after class to discuss the assignment. Looking forward to your response.
spam,"Verify your account today. Do not miss this exclusive reward, claim it today. No reply is needed, act now. ."
spam,"Limited time offer. This offer expires soon, so take action now. Offer ends very soon. ."
spam,Special deal for you. You have been selected for a special bonus offer. Last chance.
ham,Lunch plan. Can you check this and reply when convenient? I appreciate your time.
spam,"Claim your prize now. This offer expires soon, so take action now. Last chance. ."
spam,"Exclusive bonus inside. This offer expires soon, so take action now. No reply is needed, act now. ."
ham,Appointment follow-up. Dinner is planned for Saturday evening at home. Thanks for your help.
ham,Lunch plan. Dinner is planned for Saturday evening at home. Please reply when convenient.
spam,"Final notice payment needed. Your payment failed, update your information right away. Offer ends very soon. ."
ham,Meeting reminder. I completed the task and shared the latest version for review. Please reply when convenient.
ham,Lunch plan. The order has been confirmed and details are attached below. Looking forward to your response.
spam,"Congratulations you won. This offer expires soon, so take action now. Offer ends very soon. ."
spam,"Special deal for you. This offer expires soon, so take action now. Limited availability. ."
spam,"Final notice payment needed. Do not miss this exclusive reward, claim it today. Last chance. ."
spam,Action required immediately. This is a limited time deal and you should act fast. Limited availability.
spam,Special deal for you. You have been selected for a special bonus offer. Do not miss this opportunity.
ham,Order & Payment Receipt: We have received your payment for the textbooks order #58210. Your order has been confirmed and estimated delivery is Thursday. No further payment needed. Thank you for your cooperation.
spam,"Urgent account alert. Do not miss this exclusive reward, claim it today. Limited availability. ."
ham,Project update. The meeting is scheduled for tomorrow afternoon in the office. Thanks for your help.
ham,Project update. Here are the notes for this week and the next steps. Let me know if anything changes.
ham,Department Notice: Health Insurance Claim Status: Your claim for the medical consultation on Sept 14 has been processed. Claim statement is available on the student wellness portal.
spam,Exclusive bonus inside. Your account may be suspended unless you respond now. Limited availability.
ham,Limited Time Library Access: Extended night study hours at the science library are available for a limited time during final examination week. Thank you for your cooperation.
ham,Lunch plan. Dinner is planned for Saturday evening at home. Let me know if anything changes.
spam,"Urgent account alert. This offer expires soon, so take action now. Last chance. ."
spam,"Final notice payment needed. Click the link to claim your reward before it expires. No reply is needed, act now. ."
ham,Weekly schedule. Can you check this and reply when convenient? Thanks for your help.
ham,Homework question. Here are the notes for this week and the next steps. I appreciate your time.
spam,Action required immediately. Please confirm your details to receive your prize. Limited availability.
ham,Family plan. The order has been confirmed and details are attached below. Thanks for your help.
spam,Action required immediately. You have been selected for a special bonus offer. Do not miss this opportunity.
ham,Weekly schedule. Let us meet after class to discuss the assignment. Let me know if anything changes.
spam,"Final notice payment needed. This offer expires soon, so take action now. Offer ends very soon. ."
ham,Event Registration Confirmation: Your registration for the National Science Symposium has been confirmed. Please claim your attendee badge and kit at the registration desk upon arrival. Thank you for your cooperation.
ham,Lunch plan. The order has been confirmed and details are attached below. I appreciate your time.
spam,Exclusive bonus inside. Please confirm your details to receive your prize. Offer ends very soon.
ham,Department Notice: Limited Availability: The department has 10 complimentary student passes available for the tech summit. Reply to this email if you would like to attend.
ham,Meeting reminder. Let us meet after class to discuss the assignment. Looking forward to your response.
ham,Urgent Lab Notice: All students must back up their project code from the lab workstations before Friday maintenance when machines will be formatted. Thank you for your cooperation.
ham,Homework question. Can you check this and reply when convenient? Please reply when convenient.
spam,Limited time offer. Click the link to claim your reward before it expires. Limited availability.
ham,Department Notice: Event Registration Confirmation: Your registration for the National Science Symposium has been confirmed. Please claim your attendee badge and kit at the registration desk upon arrival.
spam,"Free gift waiting. Your payment failed, update your information right away. Limited availability. ."
ham,Family plan. I completed the task and shared the latest version for review. Please reply when convenient.
ham,Homework question. Can you check this and reply when convenient? Looking forward to your response.
ham,Lunch plan. Can you check this and reply when convenient? Let me know if anything changes.
ham,Appointment follow-up. Can you check this and reply when convenient? Thanks for your help.
ham,Appointment follow-up. The order has been confirmed and details are attached below. Thanks for your help.
ham,Homework question. I completed the task and shared the latest version for review. Let me know if anything changes.
ham,Homework question. Dinner is planned for Saturday evening at home. Let me know if anything changes.
spam,Urgent account alert. Please confirm your details to receive your prize. Do not miss this opportunity.
spam,Verify your account today. This is a limited time deal and you should act fast. Offer ends very soon.
spam,"Final notice payment needed. Your payment failed, update your information right away. No reply is needed, act now. ."
spam,"Free gift waiting. You have been selected for a special bonus offer. No reply is needed, act now. ."
ham,"Security Alert: A new login to your student account was detected from Chrome on Windows. If this was you, please verify your session in account settings. We will never ask you to email your password or OTP."
ham,Order confirmation. Dinner is planned for Saturday evening at home. I appreciate your time.
ham,Lab Seat Confirmation: Your reservation for the High Performance Computing Lab has been confirmed for Tuesday morning. Let us know if you need to reschedule.
ham,Appointment Confirmation: Your appointment with Dr. Sharma has been confirmed for tomorrow at 3:30 PM. Please arrive 10 minutes early to verify insurance details. Thank you for your cooperation.
ham,Vendor Invoice Confirmation: Your vendor payment of $340.00 for lab equipment supplies has been scheduled for direct deposit on Monday. Confirmation number is 77312.
ham,Department Notice: Order & Payment Receipt: We have received your payment for the textbooks order #58210. Your order has been confirmed and estimated delivery is Thursday. No further payment needed.
ham,Family plan. Please review the file and send your feedback when you are free. Thanks for your help.
spam,"Free gift waiting. This is a limited time deal and you should act fast. No reply is needed, act now. ."
spam,"Congratulations you won. Your payment failed, update your information right away. Offer ends very soon. ."
ham,Department Notice: Urgent Lab Notice: All students must back up their project code from the lab workstations before Friday maintenance when machines will be formatted.
ham,Urgent Lab Notice: All students must back up their project code from the lab workstations before Friday maintenance when machines will be formatted. Thank you for your cooperation.
spam,Urgent account alert. Unlock premium access with this one time opportunity. Do not miss this opportunity.
spam,"Special deal for you. Do not miss this exclusive reward, claim it today. Do not miss this opportunity. ."
ham,Project update. Please review the file and send your feedback when you are free. I appreciate your time.
spam,"Special deal for you. Your payment failed, update your information right away. Do not miss this opportunity. ."
ham,Lunch plan. Can you check this and reply when convenient? Looking forward to your response.
ham,Project update. The meeting is scheduled for tomorrow afternoon in the office. Looking forward to your response.
spam,"Final notice payment needed. Click the link to claim your reward before it expires. No reply is needed, act now. ."
spam,"Limited time offer. This is a limited time deal and you should act fast. No reply is needed, act now. ."
ham,Appointment follow-up. Can you check this and reply when convenient? Let me know if anything changes.
ham,Appointment follow-up. The meeting is scheduled for tomorrow afternoon in the office. Please reply when convenient.
ham,Team discussion. Please review the file and send your feedback when you are free. I appreciate your time.
ham,Scholarship Award Committee: Congratulations on being selected for the Department Merit Scholarship. The award letter and terms are attached for your signature.
spam,Action required immediately. Click the link to claim your reward before it expires. Do not miss this opportunity.
ham,Team discussion. The meeting is scheduled for tomorrow afternoon in the office. Thanks for your help.
spam,Limited time offer. Please confirm your details to receive your prize. Offer ends very soon.
spam,Urgent account alert. This is a limited time deal and you should act fast. Limited availability.
spam,"Limited time offer. This offer expires soon, so take action now. Offer ends very soon. ."
spam,"Special deal for you. This offer expires soon, so take action now. Do not miss this opportunity. ."
ham,Weekly schedule. The order has been confirmed and details are attached below. Let me know if anything changes.
ham,Department Notice: Refund Confirmation: Your refund payment of $45.00 for the cancelled seminar ticket has been credited back to your original payment method. Please allow 3-5 business days.
ham,Family plan. Let us meet after class to discuss the assignment. Looking forward to your response.
spam,Verify your account today. Unlock premium access with this one time opportunity. Limited availability.
spam,Urgent account alert. This is a limited time deal and you should act fast. Last chance.
ham,Family plan. We need to finalize the timeline before Friday. Please reply when convenient.
spam,Limited time offer. This is a limited time deal and you should act fast. Do not miss this opportunity.
ham,Weekly schedule. Here are the notes for this week and the next steps. I appreciate your time.
spam,Claim your prize now. You have been selected for a special bonus offer. Limited availability.
ham,"Google Account Security: We noticed a new sign-in from a new device. If this was not you, check your recent security activity and verify your account recovery options. Thank you for your cooperation."
ham,Weekly schedule. The order has been confirmed and details are attached below. Please reply when convenient.
spam,Claim your prize now. Please confirm your details to receive your prize. Last chance.
ham,Meeting reminder. Can you check this and reply when convenient? Looking forward to your response.
ham,Project update. The order has been confirmed and details are attached below. Let me know if anything changes.
spam,"Free gift waiting. Your payment failed, update your information right away. Do not miss this opportunity. ."
spam,"Verify your account today. We detected unusual activity and need verification immediately. No reply is needed, act now. ."
ham,Department Notice: Urgent Notice: The campus library will close early today at 5 PM due to severe weather conditions. All borrowed materials due today will be automatically renewed.
spam,Final notice payment needed. Please confirm your details to receive your prize. Do not miss this opportunity.
spam,Congratulations you won. Unlock premium access with this one time opportunity. Limited availability.
spam,Verify your account today. Unlock premium access with this one time opportunity. Do not miss this opportunity.
spam,"Congratulations you won. This offer expires soon, so take action now. No reply is needed, act now. ."
spam,Free gift waiting. Click the link to claim your reward before it expires. Last chance.
ham,"Two-Factor Authentication: Your verification code is 492015. This code expires in 10 minutes. For your security, never provide this code to anyone over phone or email."
ham,Team discussion. The order has been confirmed and details are attached below. Please reply when convenient.
spam,"Congratulations you won. Do not miss this exclusive reward, claim it today. Do not miss this opportunity. ."
ham,Weekly schedule. The meeting is scheduled for tomorrow afternoon in the office. Let me know if anything changes.
ham,Family plan. Let us meet after class to discuss the assignment. I appreciate your time.
spam,Exclusive bonus inside. Your account may be suspended unless you respond now. Limited availability.
ham,"Google Account Security: We noticed a new sign-in from a new device. If this was not you, check your recent security activity and verify your account recovery options. Thank you for your cooperation."
ham,Meeting reminder. The meeting is scheduled for tomorrow afternoon in the office. Looking forward to your response.
ham,Homework question. The order has been confirmed and details are attached below. I appreciate your time.
spam,Exclusive bonus inside. Unlock premium access with this one time opportunity. Offer ends very soon.
ham,Limited Time Library Access: Extended night study hours at the science library are available for a limited time during final examination week. Thank you for your cooperation.
spam,"Verify your account today. This offer expires soon, so take action now. No reply is needed, act now. ."
ham,Security Team Advisory: Phishing warning: please be cautious of suspicious emails asking for credentials. Legitimate staff will never ask for your verification code or bank details.
spam,"Urgent account alert. Do not miss this exclusive reward, claim it today. Last chance. ."
ham,Expense Claim Approved: Your travel reimbursement claim #CLM-401 for attending the conference has been verified and approved by the finance department.
ham,Department Notice: Workshop Registration: Confirmation of your seat in the Python & Data Science Bootcamp. Free admission for university students. Bring your laptop and student ID.
ham,Team discussion. I completed the task and shared the latest version for review. Looking forward to your response.
ham,Department Notice: Limited Time Library Access: Extended night study hours at the science library are available for a limited time during final examination week.
ham,"Department Notice: Google Account Security: We noticed a new sign-in from a new device. If this was not you, check your recent security activity and verify your account recovery options."
spam,Special deal for you. This is a limited time deal and you should act fast. Offer ends very soon.
ham,Department Notice: Health Insurance Claim Status: Your claim for the medical consultation on Sept 14 has been processed. Claim statement is available on the student wellness portal.
ham,Weekly schedule. Dinner is planned for Saturday evening at home. Thanks for your help.
spam,"Limited time offer. This offer expires soon, so take action now. Do not miss this opportunity. ."
spam,"Action required immediately. Click the link to claim your reward before it expires. No reply is needed, act now. ."
ham,Appointment follow-up. Please confirm your availability for the appointment. I appreciate your time.
ham,Homework question. Dinner is planned for Saturday evening at home. Please reply when convenient.
spam,"Verify your account today. Your payment failed, update your information right away. Last chance. ."
spam,Claim your prize now. Unlock premium access with this one time opportunity. Offer ends very soon.
ham,Homework question. Please review the file and send your feedback when you are free. Let me know if anything changes.
ham,Homework question. Let us meet after class to discuss the assignment. Thanks for your help.
spam,"Final notice payment needed. Click the link to claim your reward before it expires. No reply is needed, act now. ."
ham,Meeting reminder. The order has been confirmed and details are attached below. Please reply when convenient.
ham,Order & Payment Receipt: We have received your payment for the textbooks order #58210. Your order has been confirmed and estimated delivery is Thursday. No further payment needed. Thank you for your cooperation.
spam,Verify your account today. Your account may be suspended unless you respond now. Offer ends very soon.
spam,Special deal for you. Your account may be suspended unless you respond now. Do not miss this opportunity.
spam,Verify your account today. You have been selected for a special bonus offer. Offer ends very soon.
ham,Class notes. Can you check this and reply when convenient? Let me know if anything changes.
spam,"Free gift waiting. This offer expires soon, so take action now. Offer ends very soon. ."
ham,Family plan. We need to finalize the timeline before Friday. Let me know if anything changes.
ham,Meeting reminder. I completed the task and shared the latest version for review. Let me know if anything changes.
ham,Urgent Notice: The campus library will close early today at 5 PM due to severe weather conditions. All borrowed materials due today will be automatically renewed.
spam,"Congratulations you won. Your payment failed, update your information right away. Limited availability. ."
spam,"Exclusive bonus inside. Do not miss this exclusive reward, claim it today. Last chance. ."
spam,Limited time offer. You have been selected for a special bonus offer. Do not miss this opportunity.
spam,"Verify your account today. This offer expires soon, so take action now. Do not miss this opportunity. ."
spam,"Special deal for you. Your account may be suspended unless you respond now. No reply is needed, act now. ."
spam,"Verify your account today. This is a limited time deal and you should act fast. No reply is needed, act now. ."
spam,Claim your prize now. This is a limited time deal and you should act fast. Do not miss this opportunity.
ham,Order confirmation. Dinner is planned for Saturday evening at home. Please reply when convenient.
spam,Verify your account today. Click the link to claim your reward before it expires. Do not miss this opportunity.
spam,"Special deal for you. Do not miss this exclusive reward, claim it today. Offer ends very soon. ."
spam,"Verify your account today. Do not miss this exclusive reward, claim it today. Limited availability. ."
ham,"Department Notice: System Alert: Scheduled server maintenance will occur this Saturday between 2 AM and 4 AM. Services will resume automatically, no password verification required."
spam,Free gift waiting. Your account may be suspended unless you respond now. Offer ends very soon.
ham,"Department Notice: Security Alert: A new login to your student account was detected from Chrome on Windows. If this was you, please verify your session in account settings. We will never ask you to email your password or OTP."
ham,Meeting reminder. Here are the notes for this week and the next steps. Thanks for your help.
ham,Exam Schedule Urgent Update: The venue for the Operating Systems midterm exam has been moved from Hall A to Room 304. Please inform your classmates. Thank you for your cooperation.
spam,Free gift waiting. Click the link to claim your reward before it expires. Last chance.
ham,Lunch plan. I completed the task and shared the latest version for review. I appreciate your time.
ham,Team discussion. Please confirm your availability for the appointment. Let me know if anything changes.
spam,Claim your prize now. Please confirm your details to receive your prize. Last chance.
ham,Weekly schedule. Dinner is planned for Saturday evening at home. Please reply when convenient.
spam,"Free gift waiting. Do not miss this exclusive reward, claim it today. Limited availability. ."
ham,Warranty Claim Confirmation: Your replacement battery request has been verified and shipped under warranty. No payment is required for this replacement. Thank you for your cooperation.
ham,Department Notice: Expense Claim Approved: Your travel reimbursement claim #CLM-401 for attending the conference has been verified and approved by the finance department.
spam,Special deal for you. Your account may be suspended unless you respond now. Limited availability.
spam,Claim your prize now. Please confirm your details to receive your prize. Offer ends very soon.
ham,Weekly schedule. Here are the notes for this week and the next steps. Thanks for your help.
ham,Family plan. Please confirm your availability for the appointment. Please reply when convenient.
spam,Exclusive bonus inside. You have been selected for a special bonus offer. Limited availability.
spam,Exclusive bonus inside. This is a limited time deal and you should act fast. Limited availability.
ham,Homework question. Please confirm your availability for the appointment. Please reply when convenient.
ham,Club Selection Results: Congratulations! You have been selected as a core coordinator for the Robotics Student Chapter. Our first planning meeting is this Wednesday evening. Thank you for your cooperation.
ham,Department Notice: Expense Claim Approved: Your travel reimbursement claim #CLM-401 for attending the conference has been verified and approved by the finance department.
spam,Verify your account today. Please confirm your details to receive your prize. Limited availability.
spam,Urgent account alert. Please confirm your details to receive your prize. Do not miss this opportunity.
spam,Action required immediately. This is a limited time deal and you should act fast. Offer ends very soon.
spam,"Limited time offer. We detected unusual activity and need verification immediately. No reply is needed, act now. ."
ham,"Google Account Security: We noticed a new sign-in from a new device. If this was not you, check your recent security activity and verify your account recovery options."
ham,Project update. Please review the file and send your feedback when you are free. Thanks for your help.
ham,Order confirmation. Let us meet after class to discuss the assignment. Let me know if anything changes.
ham,Team discussion. Can you check this and reply when convenient? Please reply when convenient.
spam,"Free gift waiting. This offer expires soon, so take action now. Offer ends very soon. ."
spam,Congratulations you won. Your account may be suspended unless you respond now. Last chance.
spam,Urgent account alert. Unlock premium access with this one time opportunity. Do not miss this opportunity.
spam,Urgent account alert. Please confirm your details to receive your prize. Offer ends very soon.
spam,"Limited time offer. Your payment failed, update your information right away. Do not miss this opportunity. ."
spam,"Exclusive bonus inside. This offer expires soon, so take action now. No reply is needed, act now. ."
ham,Expense Claim Approved: Your travel reimbursement claim #CLM-401 for attending the conference has been verified and approved by the finance department.
ham,Lunch plan. I completed the task and shared the latest version for review. Let me know if anything changes.
ham,Refund Confirmation: Your refund payment of $45.00 for the cancelled seminar ticket has been credited back to your original payment method. Please allow 3-5 business days.
ham,Weekly schedule. Please review the file and send your feedback when you are free. Looking forward to your response.
spam,Special deal for you. Please confirm your details to receive your prize. Last chance.
spam,"Action required immediately. We detected unusual activity and need verification immediately. No reply is needed, act now. ."
spam,Special deal for you. Your account may be suspended unless you respond now. Do not miss this opportunity.
ham,Team discussion. We need to finalize the timeline before Friday. Looking forward to your response.
ham,Family plan. Dinner is planned for Saturday evening at home. Thanks for your help.
ham,Class notes. The meeting is scheduled for tomorrow afternoon in the office. Please reply when convenient.
ham,Payment Received: Thank you for your payment towards the annual department library dues. The account statement is now up to date. Reply if you need a printed receipt. Thank you for your cooperation.
ham,Order confirmation. Please confirm your availability for the appointment. I appreciate your time.
spam,Final notice payment needed. Your account may be suspended unless you respond now. Limited availability.
spam,Free gift waiting. You have been selected for a special bonus offer. Do not miss this opportunity.
ham,Department Notice: Lab Seat Confirmation: Your reservation for the High Performance Computing Lab has been confirmed for Tuesday morning. Let us know if you need to reschedule.
ham,Lunch plan. Please confirm your availability for the appointment. Let me know if anything changes.
spam,Claim your prize now. Click the link to claim your reward before it expires. Last chance.
ham,Appointment follow-up. Let us meet after class to discuss the assignment. Thanks for your help.
ham,Department Notice: Workshop Registration: Confirmation of your seat in the Python & Data Science Bootcamp. Free admission for university students. Bring your laptop and student ID.
spam,"Final notice payment needed. This is a limited time deal and you should act fast. No reply is needed, act now. ."
spam,Congratulations you won. Unlock premium access with this one time opportunity. Do not miss this opportunity.
spam,"Limited time offer. We detected unusual activity and need verification immediately. No reply is needed, act now. ."
spam,"Final notice payment needed. Click the link to claim your reward before it expires. No reply is needed, act now. ."
ham,Department Notice: Lab Seat Confirmation: Your reservation for the High Performance Computing Lab has been confirmed for Tuesday morning. Let us know if you need to reschedule.
ham,Team discussion. We need to finalize the timeline before Friday. I appreciate your time.
spam,Limited time offer. We detected unusual activity and need verification immediately. Do not miss this opportunity.
ham,Department Notice: Monthly Subscription Receipt: Your payment of $12.99 was successfully charged to your credit card. You can view or download the invoice from your billing account page.
ham,Class notes. The meeting is scheduled for tomorrow afternoon in the office. Let me know if anything changes.
spam,Final notice payment needed. This is a limited time deal and you should act fast. Do not miss this opportunity.
ham,Order confirmation. We need to finalize the timeline before Friday. I appreciate your time.
ham,Project update. Please review the file and send your feedback when you are free. Please reply when convenient.
spam,Special deal for you. Your account may be suspended unless you respond now. Do not miss this opportunity.
ham,Meeting reminder. Please review the file and send your feedback when you are free. Looking forward to your response.
spam,"Special deal for you. Your payment failed, update your information right away. Offer ends very soon. ."
spam,"Exclusive bonus inside. Your account may be suspended unless you respond now. No reply is needed, act now. ."
ham,Department Notice: Limited Availability: The department has 10 complimentary student passes available for the tech summit. Reply to this email if you would like to attend.
spam,"Limited time offer. Do not miss this exclusive reward, claim it today. No reply is needed, act now. ."
ham,Department Notice: Warranty Claim Confirmation: Your replacement battery request has been verified and shipped under warranty. No payment is required for this replacement.
ham,Meeting reminder. Please confirm your availability for the appointment. Looking forward to your response.
ham,Class notes. The order has been confirmed and details are attached below. Please reply when convenient.
ham,Department Notice: Paper Acceptance: Congratulations! Your research paper submission has been accepted for presentation at the IEEE student conference. Registration instructions are below.
ham,IT Security Notice: Your university single sign-on password will expire in 5 days. Please update your credentials through the internal intranet portal. Do not share your password with anyone.
ham,Limited Availability: The department has 10 complimentary student passes available for the tech summit. Reply to this email if you would like to attend.
spam,Exclusive bonus inside. Unlock premium access with this one time opportunity. Offer ends very soon.
spam,Limited time offer. Your account may be suspended unless you respond now. Limited availability.
ham,Lunch plan. Please review the file and send your feedback when you are free. Thanks for your help.
spam,Congratulations you won. Your account may be suspended unless you respond now. Do not miss this opportunity.
spam,Exclusive bonus inside. You have been selected for a special bonus offer. Limited availability.
ham,Family plan. Let us meet after class to discuss the assignment. Thanks for your help.
ham,Team discussion. The order has been confirmed and details are attached below. Let me know if anything changes.
ham,Family plan. Please confirm your availability for the appointment. I appreciate your time.
ham,Lunch plan. Let us meet after class to discuss the assignment. I appreciate your time.
ham,Registration Confirmation: You are registered for CS402 Machine Learning for the Fall semester. Verify your class schedule on the portal before Friday. Thank you for your cooperation.
spam,Urgent account alert. Please confirm your details to receive your prize. Limited availability.
ham,Meeting reminder. Please confirm your availability for the appointment. Let me know if anything changes.
ham,Event Registration Confirmation: Your registration for the National Science Symposium has been confirmed. Please claim your attendee badge and kit at the registration desk upon arrival.
ham,Project update. The meeting is scheduled for tomorrow afternoon in the office. I appreciate your time.
ham,Team discussion. Let us meet after class to discuss the assignment. Let me know if anything changes.
spam,Exclusive bonus inside. This is a limited time deal and you should act fast. Do not miss this opportunity.
spam,"Final notice payment needed. This offer expires soon, so take action now. Do not miss this opportunity. ."
spam,Final notice payment needed. Click the link to claim your reward before it expires. Do not miss this opportunity.
spam,Final notice payment needed. Unlock premium access with this one time opportunity. Last chance.
spam,Urgent account alert. Please confirm your details to receive your prize. Last chance.
spam,Congratulations you won. This is a limited time deal and you should act fast. Do not miss this opportunity.
spam,Exclusive bonus inside. Please confirm your details to receive your prize. Last chance.
spam,Final notice payment needed. Your account may be suspended unless you respond now. Last chance.
ham,Urgent Action Required: Please submit your signed internship verification form to the department office by 4 PM today to avoid grading delays.
spam,"Urgent account alert. Do not miss this exclusive reward, claim it today. No reply is needed, act now. ."
spam,Limited time offer. Please confirm your details to receive your prize. Last chance.
ham,Registration Confirmation: You are registered for CS402 Machine Learning for the Fall semester. Verify your class schedule on the portal before Friday. Thank you for your cooperation.
spam,Congratulations you won. Your account may be suspended unless you respond now. Do not miss this opportunity.
spam,"Urgent account alert. This offer expires soon, so take action now. Limited availability. ."
ham,Appointment follow-up. Can you check this and reply when convenient? I appreciate your time.
spam,Action required immediately. Your account may be suspended unless you respond now. Limited availability.
ham,Class notes. The order has been confirmed and details are attached below. Let me know if anything changes.
ham,Weekly schedule. The order has been confirmed and details are attached below. Thanks for your help.
spam,Claim your prize now. We detected unusual activity and need verification immediately. Do not miss this opportunity.
ham,Class notes. Dinner is planned for Saturday evening at home. Looking forward to your response.
spam,"Claim your prize now. This offer expires soon, so take action now. Do not miss this opportunity. ."
spam,"Special deal for you. Please confirm your details to receive your prize. No reply is needed, act now. ."
spam,"Congratulations you won. Click the link to claim your reward before it expires. No reply is needed, act now. ."
spam,"Action required immediately. This is a limited time deal and you should act fast. No reply is needed, act now. ."
ham,Appointment follow-up. Let us meet after class to discuss the assignment. I appreciate your time.
ham,Conference Ticket Confirmed: Your booking confirmation for PyCon 2026 is complete. Please verify your dietary preferences and print your badge before attending. Thank you for your cooperation.
ham,"Department Notice: Lost and Found Claim: A black backpack was turned in to campus security. If this is yours, you can claim your property at the student center security desk with valid ID."
spam,Claim your prize now. Please confirm your details to receive your prize. Limited availability.
ham,Order confirmation. I completed the task and shared the latest version for review. Let me know if anything changes.
ham,Urgent Action Required: Please submit your signed internship verification form to the department office by 4 PM today to avoid grading delays.
spam,Claim your prize now. You have been selected for a special bonus offer. Offer ends very soon.
